building_name	bldg_id	no_of_cluster_spec_rms_reported	geo_dist	org_id	prek_cap	incl_class	no_of_cluster_rms_needed	organization_name	enroll	target_capacity	target_utilization
FRANCIS LEWIS HS - Q**	Q430	30	26	Q430			0	FRANCIS LEWIS HS - Q	4058	2164	188
FRANCIS LEWIS HS TRANSPORTABLE - Q	Q966		26	Q430				FRANCIS LEWIS HS - Q	0		
MARTIN VAN BUREN HS - Q	Q435	26	26	Q435			0	MARTIN VAN BUREN HS - Q	2096	2344	89
BAYSIDE HS - Q**	Q405	36	26	Q495			0	BAYSIDE HIGH SCHOOL - Q	3241	2046	158
BAYSIDE HS TRANSPORTABLE - Q	Q761		26	Q495				BAYSIDE HIGH SCHOOL - Q	0		
QNS HS OF TEACH., LIB. ARTS&SCI-Q	Q566	8	26	Q566			0	QNS HS OF TEACH., LIB. ARTS&SCI-Q	1164	1070	109
BAYSIDE HS - Q**	Q405		26	Q811		"#"		Q811 SPED - Q	9	0	0
FRANCIS LEWIS HS - Q**	Q430		26	Q811		"#"		Q811 SPED - Q	8	0	0
QNS HS OF TEACH., LIB. ARTS&SCI-Q	Q566		26	Q811		*		Q811 SPED - Q	86	120	72
P.S. 811 (OLD 187) - Q	Q811		26	Q811			0	Q811 SPED - Q	169	219	77
P.S. 41 - Q**	Q041		26	Q993				Q993 SPED - Q	38	36	106
P.S. 130 - Q	Q130		26	Q993		*		Q993 SPED - Q	71	74	96
P.S. 191 - Q	Q191		26	Q993				Q993 SPED - Q	63	82	77
P.S./I.S. 208 - Q	Q208		26	Q993		*	0	Q993 SPED - Q	80	81	99
BENJAMIN N. CARDOZO HS - Q**	Q415		26	Q993		"#"		Q993 SPED - Q	26	0	0
I.S. 74 - Q	Q074		26	QADM				DISTRICT OFFICE #26 - Q			
P.S. 205 - Q	Q205		26	QADM				DISTRICT SUPERV. NURSES OFFICE - Q			
J.H.S. 158 - Q	Q158		26	QCBO				BEACON PROGRAM - Q			
J.H.S. 172 - Q	Q172		26	QCBO				BEACON PROGRAM - Q			
P.S. 178 - Q	Q178		26	QCBO				SAMUEL FIELD Y- Q			
P.S. 205 - Q	Q205		26	QSFS				FOOD SERVICES - Q			
BEACH CHANNEL HS - Q	Q410		27	M984				LYFE			
FAR ROCKAWAY HS - Q	Q465		27	M984				LYFE			
P.S. 42 - Q	Q042	5	27	Q042	36		3	P.S. 42 - Q	649	1226	53
P.S. 43 - Q**	Q043	4	27	Q043	54		8	P.S. 43 - Q	756	1074	84
P.S. 43 ANNEX - Q	Q907		27	Q043				P.S. 43 - Q	129	111	116
P.S. 43 TRANSPORTABLE - Q	Q920		27	Q043				P.S. 43 - Q	150		
P.S. 45 - Q	Q045	5	27	Q045	18		3	P.S. 45 - Q	437	507	86
P.S. 47 - Q	Q047	1	27	Q047	32		2	P.S. 47 - Q	232	209	111
P.S. 51 (ECC) - Q	Q051	0	27	Q051	36		3	P.S. 51 - Q	269	155	174
I.S. 53 - Q	Q053	7	27	Q053			0	I.S. 53 - Q	351	829	42
P.S. 56 (OLD R HILL AX) - Q**	Q056	4	27	Q056	0		6	P.S. 56 - Q	413	373	111
P.S. 56 TRANSPORTABLE - Q	Q995		27	Q056				P.S. 56 - Q	0		
P.S. 60 - Q	Q060	0	27	Q060	72		5	P.S. 60 - Q	1045	800	131
P.S. 60 MINISCHOOL - Q	Q860		27	Q060				P.S. 60 - Q	241	151	160
P.S. 62 - Q	Q062	3	27	Q062	0		4	P.S. 62 - Q	912	840	109
P.S. 63 - Q	Q063	7	27	Q063	0		5	P.S. 63 - Q	1328	1114	119
P.S. 64 - Q	Q064	1	27	Q064	0		3	P.S. 64 - Q	647	422	153
P.S. 65 - Q	Q884	1	27	Q065	0		3	P.S. 65 - Q	508	430	118
P.S. 66 - Q**	Q066	0	27	Q066	34		6	P.S. 66 - Q	502	320	168
P.S. 66 TRANSPORTABLE - Q	Q989		27	Q066				P.S. 66 - Q	36		
P.S. 254 - Q	Q254		27	Q075				Q075 SPED - Q	51	70	73
P.S. 90 - Q	Q090	3	27	Q090	36		4	P.S. 90 - Q	890	771	115
P.S. 96 - Q**	Q096	0	27	Q096	34		6	P.S. 96 - Q	286	217	148
P.S. 96 TRANSPORTABLE - Q	Q986		27	Q096				P.S. 96 - Q	36		
P.S. 97 - Q	Q097	0	27	Q097	18		3	P.S. 97 - Q	697	559	125
P.S. 100 - Q	Q100	7	27	Q100	0		4	P.S. 100 - Q	990	1010	98
P.S. 104 - Q	Q104	2	27	Q104	18		3	P.S. 104 - Q	631	588	107
P.S. 105 - Q	Q105	3	27	Q105	36		4	P.S. 105 - Q	845	770	110
P.S. 106 - Q**	Q106	1	27	Q106	0		4	P.S. 106 - Q	178	191	117
P.S. 106 TRANSPORTABLE - Q	Q727		27	Q106				P.S. 106 - Q	45		
P.S. 106 MINISCHOOL - Q	Q806		27	Q106				P.S. 106 - Q	0	0	0
P.S. 108 - Q	Q108	1	27	Q108	72		5	P.S. 108 - Q	1464	1236	118
P.S. 114 - Q	Q114	6	27	Q114	0		3	P.S. 114 - Q	669	677	99
P.S. 123 - Q**	Q123	1	27	Q123	53		6	P.S. 123 - Q	675	681	99
P.S. 123 TRANSPORTABLE - Q	Q965		27	Q123				P.S. 123 - Q	0		
P.S. 124 - Q	Q124	3	27	Q124	0		5	P.S. 124 - Q	1248	854	146
P.S. 223 - Q	Q223		27	Q124				P.S. 124 - Q	100	74	135
M.S. 137 - Q	Q137	13	27	Q137			0	M.S. 137 - Q	1918	1610	119
P.S. 146 - Q**	Q146	2	27	Q146	36		6	P.S. 146 - Q	653	587	119
P.S. 146 TRANSPORTABLE - Q	Q987		27	Q146				P.S. 146 - Q	47		
P.S. 155 - Q**	Q155	4	27	Q155	53		6	P.S. 155 - Q	548	530	113
P.S. 155 TRANSPORTABLE - Q	Q976		27	Q155				P.S. 155 - Q	50		
P.S. 183 - Q	Q183	3	27	Q183	18		3	P.S. 183 - Q	532	720	74
P.S. 197 - Q	Q197	3	27	Q197	53		3	P.S. 197 - Q	523	661	79
I.S. 202 - Q	Q202	2	27	Q202			0	I.S. 202 - Q	1030	1034	100
P.S. 207 - Q	Q207	5	27	Q207	72		4	P.S. 207 - Q	753	815	92
I.S. 210 - Q	Q210	9	27	Q210			0	I.S. 210 - Q	1936	1913	101
P.S. 215 - Q	Q215	1	27	Q215	0		2	P.S. 215 - Q	163	231	71
P.S. 223 - Q	Q223	6	27	Q223	36		3	P.S. 223 - Q	661	911	73
I.S. 226 - Q**	Q226	19	27	Q226			0	I.S. 226 - Q	1191	1728	69
I.S. 226 TRANSPORTABLE - Q	Q923		27	Q226				I.S. 226 - Q	0		
P.S. 232 - Q**	Q232	0	27	Q232	0		8	P.S. 232 - Q	968	709	151
P.S. 232 TRANSPORTABLE - Q	Q983		27	Q232				P.S. 232 - Q	100		
I.S. 226 - Q**	Q226		27	Q233		*		Q233 SPED - Q	35	46	76
HS FOR CONST.TRADES,ENGG.,& ARCH-Q	Q650		27	Q233		*		Q233 SPED - Q	57	84	68
P.S. 253 - Q	Q253	2	27	Q253	36		3	P.S. 253 - Q	511	508	101
P.S. 254 - Q	Q254	4	27	Q254	35		3	P.S. 254 - Q	654	530	123
P.S. 43 - Q**	Q043		27	Q256		*	0	Q256 SPED - Q	115	145	79
P.S. 253 - Q	Q253		27	Q256				Q256 SPED - Q	57	48	119
BEACH CHANNEL HS - Q	Q410		27	Q256		*		Q256 SPED - Q	109	166	66
P.S. 256 ANNEX - Q	Q816		27	Q256				Q256 SPED - Q	67	84	80
P.S. 43 TRANSPORTABLE - Q	Q920		27	Q256				Q256 SPED - Q			
FAR ROCKAWAY HS - Q	Q465	6	27	Q260			0	FREDERICK DOUGLASS ACADEMY VI HS-Q	410	514	80
AUGUST MARTIN HS - Q	Q400	0	27	Q261			0	VOYAGES PREP - SOUTH QUEENS	150	256	59
BEACH CHANNEL HS - Q	Q410	7	27	Q262			0	CHANNEL VIEW SCL FOR RESEARCH - Q	642	921	70
P.S. 273 - Q	Q273	0	27	Q273	36		3	P.S. 273 - Q	254	310	82
FAR ROCKAWAY HS - Q	Q465	0	27	Q282			0	M.S. 282 - Q	262	313	84
I.S. 226 - Q**	Q226	0	27	Q297			0	HAWTREE CREEK MIDDLE SCHOOL - Q	90	176	51
FAR ROCKAWAY HS - Q	Q465	4	27	Q302			0	QNS HS FOR INF. RESEARCH & TECH.-Q	322	313	103
P.S. 262 - Q	Q262	1	27	Q306	36		3	P.S. 306 - Q	479	322	149
I.S. 202 - Q	Q202	1	27	Q308			0	HS OF COMMN. ARTS & TECH - Q	598	543	110
FAR ROCKAWAY HS - Q	Q465	3	27	Q309			0	ACAD. OF MEDICAL TECHNOLOGY - Q	631	729	87
P.S. 225 - Q	Q225	1	27	Q317	51		3	P.S. 317 - Q	441	300	147
P.S. 225 - Q	Q225	2	27	Q318			0	I.S. 318 - Q	174	302	58
I.S. 53 - Q	Q053	0	27	Q319			0	I.S. 319 - Q	324	585	55
I.S. 323 (OLD IS 180) - Q	Q180	13	27	Q323			0	THE SCHOLARS ACADEMY - Q	1253	1281	98
BEACH CHANNEL HS - Q	Q410	9	27	Q324			0	ROCKAWAY PARK HS FOR ENVIRONMENTAL SUST - Q	354	748	47
I.S. 198 - Q	Q198	3	27	Q333	72		3	P.S. 333 - Q	541	1107	49
BEACH CHANNEL HS - Q	Q410	5	27	Q351			0	ROCKAWAY COLLEGIATE HIGH SCHOOL - Q	312	532	59
P.S. 215 - Q	Q215	3	27	Q362	36		3	P.S. 362 - Q	373	285	131
AUGUST MARTIN HS - Q	Q400	22	27	Q400			0	AUGUST MARTIN HS - Q	838	1563	54
BEACH CHANNEL HS - Q	Q410	10	27	Q410			0	BEACH CHANNEL HS - Q	151	443	34
RICHMOND HILL HS - Q**	Q475	29	27	Q475			0	RICHMOND HILL HS - Q	2225	1976	113
RICHMOND HILL HS ANNEX - Q	Q636		27	Q475				RICHMOND HILL HS - Q	0	0	
RICHMOND HILL HS TRANSPORTABLE - Q	Q944		27	Q475				RICHMOND HILL HS - Q	0		
JOHN ADAMS HS - Q**	Q480	32	27	Q480			0	JOHN ADAMS HS - Q	2837	2577	110
JOHN ADAMS HS TRANSPORTABLE-Q	Q726		27	Q480				JOHN ADAMS HS - Q	0		
JOHN ADAMS HS ANNEX - Q	Q781		27	Q480				JOHN ADAMS HS - Q	0	0	
AVIATION HS ANNEX - Q	Q750		27	Q610				AVIATION HS - Q	0	0	
HS FOR CONST.TRADES,ENGG.,& ARCH-Q	Q650	18	27	Q650			0	HS FOR CONST.TRADES,ENGG.,& ARCH-Q	946	913	104
JOHN ADAMS HS TRANSPORTABLE-Q	Q726		27	Q950				PATHWAYS TO GRADUATION - Q	40		
AUGUST MARTIN HS - Q	Q400	0	27	Q995			0	ALTERNATIVE LEARNING CENTER - Q	0	112	0
I.S. 53 - Q	Q053	0	27	Q996			0	ALTERNATIVE LEARNING CENTER - Q	0	208	0
P.S. 43 - Q**	Q043		27	QCBO				CHILD CENTER OF NEW YORK - Q			
P.S. 124 - Q	Q124		27	QCBO				MULTIPLE CBOS - Q			
P.S. 197 - Q	Q197		27	QCBO				VIRTUL Y - Q			
I.S. 210 - Q	Q210		27	QCBO				BEACON PROGRAM - Q			
I.S. 226 - Q**	Q226		27	QCBO				CHILD CENTER OF NEW YORK - Q			
I.S. 53 - Q	Q053		27	QSBH				NORTH SHORE UNIV. HOSP. - Q			
P.S. 155 - Q**	Q155		27	QSBH				JAMAICA HOSPITAL			
P.S. 197 - Q	Q197		27	QSBH				LONG ISLAND JEWISH HOSP. - Q			
P.S. 223 - Q	Q223		27	QSBH				JAMAICA HOSPITAL HEALTH - Q			
FAR ROCKAWAY HS - Q	Q465		27	QSBH				NORTH SHORE CLINIC - Q			
P.S. 43 - Q**	Q043		27	QSST				SCHOOL SAFETY - Q			
I.S. 53 - Q	Q053		27	QSST				SCHOOL SAFETY - Q			
FAR ROCKAWAY HS - Q	Q465		27	QSST				SCHOOL SAFETY - Q			
I.S. 210 - Q	Q210		27	QUFT				UFT TEACHER CENTER			
I.S. 226 - Q**	Q226		27	QUFT				UFT TEACHER CENTER			
RICHMOND HILL HS - Q**	Q475		27	QUFT				UFT USE - Q			
P.S. 65 - Q	Q884		27	QUFT				UFT USE - Q			
HILLCREST HS - Q	Q505		28	M984				LYFE			
P.S. 161 - Q	Q161		28	Q004		"#"		Q004 SPED - Q	16	0	0
J.H.S. 8 - Q	Q008	3	28	Q008			0	J.H.S. 8 - Q	574	748	77
PS 182 SAMANTHA SMITH - Q	Q277		28	Q009				Q009 SPED - Q	50	62	81
P.S. 182 - Q	Q882		28	Q009				Q009 SPED - Q	102	97	105
P.S. 196 ANNEX - Q	Q973		28	Q016				P.S. 16 - Q	118	78	151
P.S. 30 - Q**	Q030	3	28	Q030	0		2	P.S. 30 - Q	93	338	28
P.S. 30 TRANSPORTABLE - Q	Q962		28	Q030				P.S. 30 - Q	0		
P.S. 40 - Q**	Q040	11	28	Q040	32		6	P.S. 40 - Q	604	924	65
P.S. 40 TRANSPORTABLE - Q	Q988		28	Q040				P.S. 40 - Q	0		
THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - Q	Q276	4	28	Q048	18		3	P.S. 48 - Q	505	450	112
P.S. 50 - Q	Q050	4	28	Q050	36		4	P.S. 50 - Q	560	569	98
P.S. 50 MINISCHOOL - Q	Q850		28	Q050				P.S. 50 - Q	207	149	139
P.S. 54 - Q	Q054	1	28	Q054	0		3	P.S. 54 - Q	352	337	104
P.S. 54 MINISCHOOL - Q	Q864		28	Q054				P.S. 54 - Q	221	120	184
P.S. 55 - Q**	Q055	2	28	Q055	64		6	P.S. 55 - Q	309	340	101
P.S. 55 MINISCHOOL - Q	Q865		28	Q055				P.S. 55 - Q	181	179	101
P.S. 55 TRANSPORTABLE - Q	Q953		28	Q055				P.S. 55 - Q	36		
J.H.S. 72 - Q	Q072	4	28	Q072			0	J.H.S. 72 - Q	887	1485	60
P.S. 48 - Q	Q048		28	Q075				Q075 SPED - Q	132	111	119
THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - Q	Q276		28	Q075				Q075 SPED - Q	48	56	86
P.S. 80 - Q	Q080	6	28	Q080	0		3	P.S. 80 - Q	556	657	85
P.S. 82 - Q	Q082	4	28	Q082	28		3	P.S. 82 - Q	538	509	106
P.S. 82 ANNEX - Q	Q814		28	Q082				P.S. 82 - Q	100	112	89
P.S. 86 - Q	Q086	2	28	Q086	72		4	P.S. 86 - Q	931	758	123
P.S. 99 - Q	Q099	4	28	Q099	0		4	P.S. 99 - Q	449	506	89
P.S. 99 ANNEX - Q	Q866		28	Q099				P.S. 99 - Q	390	298	131
P.S. 101 - Q	Q101	4	28	Q101	18		3	P.S. 101 - Q	587	531	111
P.S. 117 - Q	Q117	7	28	Q117	36		4	P.S. 117 - Q	1037	1000	104
P.S. 121 - Q**	Q121	1	28	Q121	36		8	P.S. 121 - Q	852	796	107
P.S. 121 TRANSPORTABLE - Q	Q915		28	Q121				P.S. 121 - Q	0		
P.S. 139 - Q	Q139	3	28	Q139	0		4	P.S. 139 - Q	873	710	123
P.S. 140 - Q	Q140	4	28	Q140	36		3	P.S. 140 - Q	599	773	77
P.S. 144 - Q	Q144	2	28	Q144	35		4	P.S. 144 - Q	808	626	129
J.H.S. 157 - Q	Q157	24	28	Q157			0	J.H.S. 157 - Q	1476	1425	104
P.S. 160 - Q**	Q160	5	28	Q160	96		6	P.S. 160 - Q	646	589	114
P.S. 160 TRANSPORTABLE - Q	Q958		28	Q160				P.S. 160 - Q	24		
P.S. 161 - Q	Q161	4	28	Q161	26		3	P.S. 161 - Q	708	662	107
METROPOLITAN AVENUE CAMPUS - Q	Q686	10	28	Q167			0	I.S. /H.S. 167 - Q	605	731	83
P.S. 174 - Q**	Q174	3	28	Q174	36		6	P.S. 174 - Q	558	502	135
P.S. 174 TRANSPORTABLE - Q	Q935		28	Q174				P.S. 174 - Q	118		
P.S. 175 - Q	Q175	2	28	Q175	0		3	P.S. 175 - Q	731	670	109
P.S. 139 - Q	Q139		28	Q177				Q177 SPED - Q			
J.H.S. 190 - Q	Q190		28	Q177		"#"		Q177 SPED - Q	8	0	0
PS 182 SAMANTHA SMITH - Q	Q277	5	28	Q182	0		4	P.S. 182 - Q	676	532	127
PS 182 ANNEX - Q	Q278		28	Q182				P.S. 182 - Q	275	205	134
J.H.S. 190 - Q	Q190	14	28	Q190			0	J.H.S. 190 - Q	1011	1167	87
P.S. 196 - Q	Q196	5	28	Q196	0		3	P.S. 196 - Q	747	779	96
P.S. 206 - Q**	Q206	2	28	Q206	36		6	P.S. 206 - Q	529	522	116
P.S. 206 TRANSPORTABLE - Q	Q956		28	Q206				P.S. 206 - Q	75		
I.S. 217 - Q	Q217	6	28	Q217			0	I.S. 217 - Q	1271	1317	97
I.S. 217 TEMP. C.R. BLDG. - Q	Q994		28	Q217				I.S. 217 - Q	360	269	134
P.S. 220 - Q	Q220	2	28	Q220	36		3	P.S. 220 - Q	689	565	122
METROPOLITAN AVENUE CAMPUS - Q	Q686		28	Q233		*	0	Q233 SPED - Q	144	159	91
P.S. 233 MINISCHOOL2 (OLD P752)-Q	Q875		28	Q233				Q233 SPED - Q	72	121	60
J.H.S. 8 - Q	Q008	3	28	Q284			0	YORK EARLY COLLEGE ACADEMY - Q	592	558	106
J.H.S. 8 - Q	Q008	3	28	Q287			0	THE EMERSON SCHOOL - Q	106	329	32
P.S. 303 - Q	Q003	0	28	Q303	36		2	P.S. 303 - Q	203	112	181
JAMAICA HS - Q	Q470	4	28	Q310			0	QUEENS COLLEGIATE SCHOOL - Q	647	678	95
JAMAICA HS - Q	Q470	1	28	Q325			0	HILLSIDE ACADEMY FOR ARTS AND LETTERS - Q	420	465	90
JAMAICA HS - Q	Q470	12	28	Q328			0	HIGH SCHOOL FOR COMMUNITY LEADERSHIP - Q	357	489	73
AUX. SERV. - JAMAICA LEARN CT - Q	Q595	3	28	Q338			0	QUEENS SATELLITE HS FOR OPPORTUNITY - Q	254	240	106
JAMAICA HS - Q	Q470	4	28	Q350			0	JAMAICA GATEWAY TO THE SCIENCES - Q	396	385	103
P.S. 30 - Q**	Q030	0	28	Q354	18		3	P.S. 354 - Q	440	306	144
FOREST HILLS HS - Q	Q440	31	28	Q440			0	FOREST HILLS HS - Q	3800	1988	191
JAMAICA HS - Q	Q470	2	28	Q470			0	JAMAICA HS - Q	48	190	25
HILLCREST HS - Q	Q505	32	28	Q505			0	HILLCREST HS - Q	3230	2677	121
P.S. 752 (OLD J142) - Q	Q142		28	Q540				QUEENS ACADEMY HIGH SCHOOL - Q	172	393	44
THOMAS A. EDISON VOC HS - Q	Q620	34	28	Q620			0	THOMAS A. EDISON HS - Q	2168	1768	123
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q	Q695	11	28	Q680			0	QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q	811	645	126
METROPOLITAN AVENUE CAMPUS - Q	Q686	11	28	Q686			0	QUEENS METROPOLITAN HIGH SCHOOL - Q	1139	923	123
QUEENS HS FOR THE SCIENCES - Q	Q774	5	28	Q687			0	QUEENS HS FOR THE SCIENCES - Q	419	379	111
HS FOR LAW ENFORCEMENT - Q	Q690	12	28	Q690			0	HS FOR LAW ENFORCEMENT - Q	565	905	62
P.S. 752 (OLD J142) - Q	Q142		28	Q752			0	Q752 SPED - Q	227	375	61
THOMAS A. EDISON VOC HS - Q	Q620		28	Q752		"#"		Q752 SPED - Q	21	0	0
HS FOR LAW ENFORCEMENT - Q	Q690		28	Q752		*		Q752 SPED - Q	51	92	55
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q	Q695		28	Q752				Q752 SPED - Q	28	47	60
YOUNG WOMENS' LEADERSHIP SCHOOL - Q	Q680	6	28	Q896			0	YOUNG WOMENS' LEADERSHIP SCHOOL - Q	554	511	108
AUX. SERV. - JAMAICA LEARN CT - Q	Q595		28	Q950				PATHWAYS TO GRADUATION - Q	287	463	62
AUX. SERV.- JAM. LEARN CT TR - Q	Q969		28	Q950				PATHWAYS TO GRADUATION - Q	0		
P.S. 182 - Q	Q883	0	28	Q975			0	ALTERNATIVE LEARNING CENTER - Q	0	70	0
P.S. 182 - Q	Q883	0	28	Q987			0	ALTERNATIVE LEARNING CENTER - Q	0	94	0
J.H.S. 72 - Q	Q072		28	Q993				Q993 SPED - Q	35	95	37
J.H.S. 8 - Q	Q008		28	QCBO				SOUTH QUEENS PARK ASSOC. - Q			
P.S. 40 - Q**	Q040		28	QCBO				MULTIPLE C.B.O'S - Q			
J.H.S. 72 - Q	Q072		28	QCBO				SAFE SPACE - Q			
P.S. 40 TRANSPORTABLE - Q	Q988		28	QCBO				GOODWILL INDUSTRIES - Q			
J.H.S. 72 - Q	Q072		28	QCEP				CONTINUING EDUCATION PROGRAM - Q			
P.S. 752 (OLD J142) - Q	Q142		28	QSFS				FOOD SERVICES - Q			
AUX. SERV. - JAMAICA LEARN CT - Q	Q595		28	QSST				SCHOOL SAFETY - Q			
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q	Q695		28	QSST				SCHOOL SAFETY - Q			
FOREST HILLS HS - Q	Q440		28	QUFT				UFT USE - Q			
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - Q	Q695		28	QUFT				UFT USE - Q			
SPRINGFIELD GARDENS HS - Q	Q420		29	M984				LYFE			
P.S. 270 - Q	Q270		29	Q004				Q004 SPED - Q	42	65	65
P.S. 268 - Q	Q268		29	Q009				Q009 SPED - Q	57	49	116
P.S. 15 - Q	Q015	2	29	Q015	18		3	P.S. 15 - Q	460	386	119
P.S. 33 - Q**	Q033	10	29	Q033	0		8	P.S. 33 - Q	985	1040	100
P.S. 33 TRANSPORTABLE - Q	Q931		29	Q033				P.S. 33 - Q	60		
P.S. 34 - Q	Q034	2	29	Q034	36		3	P.S. 34 - Q	334	326	102
P.S. 34 MINISCHOOL - Q	Q834		29	Q034				P.S. 34 - Q	229	255	90
P.S. 35 - Q	Q035	1	29	Q035	18		3	P.S. 35 - Q	676	549	123
P.S. 36 - Q	Q036	2	29	Q036	0		3	P.S. 36 - Q	344	208	165
P.S. 36 MINISCHOOL - Q	Q836		29	Q036				P.S. 36 - Q	150	147	102
P.S. 37 - Q	Q037	4	29	Q037	54		3	P.S. 37 - Q	546	743	73
P.S. 38 - Q**	Q038	1	29	Q038	0		4	P.S. 38 - Q	203	256	79
P.S. 38 TRANSPORTABLE - Q	Q946		29	Q038				P.S. 38 - Q	0		
P.S. 52 - Q**	Q052	6	29	Q052	36		6	P.S. 52 - Q	508	538	94
P.S. 52 TRANSPORTABLE - Q	Q960		29	Q052				P.S. 52 - Q	0		
I.S. 59 - Q	Q059	15	29	Q059			0	I.S. 59 - Q	568	1100	52
P.S. 95 - Q**	Q095	0	29	Q095	0		10	P.S. 95 - Q	1357	952	155
P.S. 95 TRANSPORTABLE - Q	Q910		29	Q095				P.S. 95 - Q	120		
I.S. 109 - Q	Q109	5	29	Q109			0	I.S. 109 - Q	1070	1322	81
P.S. 116 - Q**	Q116	4	29	Q116	54		8	P.S. 116 - Q	687	782	96
P.S. 116 TRANSPORTABLE - Q	Q930		29	Q116				P.S. 116 - Q	66		
P.S. 118 - Q	Q118	3	29	Q118	36		3	P.S. 118 - Q	595	656	91
P.S. 131 - Q**	Q131	2	29	Q131	0		8	P.S. 131 - Q	690	422	199
P.S. 131 TRANSPORTABLE - Q	Q911		29	Q131				P.S. 131 - Q	150		
P.S. 132 - Q	Q132	3	29	Q132	49		3	P.S. 132 - Q	347	395	88
P.S. 134 - Q	Q134	3	29	Q134	36		3	P.S. 134 - Q	487	662	74
P.S. 135 - Q	Q135	8	29	Q135	0		4	P.S. 135 - Q	973	1006	97
P.S. 136 - Q	Q136	1	29	Q136	36		3	P.S. 136 - Q	630	704	89
P.S. 138 - Q	Q138	7	29	Q138	18		4	P.S. 138 - Q	793	1095	72
P.S. 147 - Q	Q147	10	29	Q147	18		3	P.S. 147 - Q	538	863	62
P.S. 147 MINISCHOOL - Q	Q851		29	Q147				P.S. 147 - Q	160	135	119
P.S. 156 - Q**	Q156	4	29	Q156	0		6	P.S. 156 - Q	454	656	69
P.S. 156 TRANSPORTABLE - Q	Q957		29	Q156				P.S. 156 - Q	0		
I.S. 59 - Q	Q059		29	Q176				P.S. 176 - Q	175	189	93
P.S. 176 - Q	Q176	0	29	Q176	18		3	P.S. 176 - Q	566	472	120
P.S. /I.S 295 - Q	Q263		29	Q177				Q177 SPED - Q	52	43	121
P.S. 181 - Q	Q181	6	29	Q181	36		3	P.S. 181 - Q	364	597	61
I.S. 192 - Q	Q192	8	29	Q192			0	I.S. 192 - Q	528	700	75
P.S. 195 - Q	Q195	4	29	Q195	54		3	P.S. 195 - Q	675	547	123
P.S. 36 - Q	Q036		29	Q233		"#"		Q233 SPED - Q	6	0	0
P.S. 233 MINISCHOOL1 (OLD P134)-Q	Q835		29	Q233				Q233 SPED - Q	31	63	49
I.S. 238 - Q	Q238	19	29	Q238			0	I.S. 238 - Q	1523	1726	88
CAMPUS MAGNET HS (JACKSON) - Q	Q490	4	29	Q243			0	INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS	82	201	41
SPRINGFIELD GARDENS HS - Q	Q420	8	29	Q248			0	QUEENS PREPARATORY ACADEMY - Q	454	490	93
P.S. 251 (TANDEM Q231) - Q	Q251	3	29	Q251	0		3	P.S. 251 - Q	333	336	99
I.S. 192 - Q	Q192	7	29	Q259			0	PATHWAYS COLL. PREP SCHOOL - Q	563	601	94
SPRINGFIELD GARDENS HS - Q	Q420	10	29	Q265			0	EXCELSIOR PREP HIGH SCHOOL - Q	478	553	86
P.S. 268 - Q	Q268	5	29	Q268	0		3	P.S. 268 - Q	608	652	93
P.S. 270 - Q	Q270	5	29	Q270	0		3	P.S. / I.S. 270 - Q	667	599	111
SPRINGFIELD GARDENS HS - Q	Q420	11	29	Q272			0	G. WASHINGTON CARVER HS FOR SCI.-Q	498	683	73
SPRINGFIELD GARDENS HS - Q	Q420	6	29	Q283			0	PREPARATORY ACADEMY FOR WRITERS-Q	522	576	91
P.S. 156 - Q**	Q156	0	29	Q289			0	QUEENS UNITED MIDDLE SCHOOL	80	152	53
P.S. /I.S 295 - Q	Q263	5	29	Q295	34		3	P.S. /I.S 295 - Q	556	532	105
CAMBRIA HEIGHTS ACADEMY - Q	Q799	0	29	Q326			0	CAMBRIA HEIGHTS ACADEMY - Q	336	341	99
EAGLE ACADEMY - Q	Q633	4	29	Q327			0	EAGLE ACADEMY III - Q	345	587	59
I.S. 231 (TANDEM Q251) - Q	Q231	7	29	Q355			0	COLLABORATIVE ARTS MIDDLE SCHOOL - Q	465	481	97
I.S. 231 (TANDEM Q251) - Q	Q231	4	29	Q356			0	COMMUNITY VOICES MIDDLE SCHOOL - Q	466	733	64
CAMPUS MAGNET HS (JACKSON) - Q	Q490	8	29	Q492			0	MATH, SCI., RESEARCH & TECH. HS-Q	416	586	71
CAMPUS MAGNET HS (JACKSON) - Q	Q490	5	29	Q494			0	LAW, GOVT & COMM. SERVICE HS-Q	277	444	62
CAMPUS MAGNET HS (JACKSON) - Q	Q490	2	29	Q496			0	BUS. & COMPUTER APPLICATIONS HS-Q	211	431	49
CAMPUS MAGNET HS (JACKSON) - Q	Q490	12	29	Q498			0	HUMANITIES & THE ARTS HS - Q	513	459	112
P.S. 136 - Q	Q136		29	Q811		*		Q811 SPED - Q	19	20	95
P.S. 811 MINISCHOOL (OLD 136 MN)-Q	Q822		29	Q811				Q811 SPED - Q	40	44	91
P.S. 37 - Q	Q037		29	QADM				DISTRICT NURSE - Q			
