peer_index	_2009_2010_additional_credit	_2008_09_progress_report_grade	_2009_2010_performance_category_score	_2009_2010_performance_grade	principal	dbn	_2009_2010_progress_category_score	school	_2009_2010_overall_grade	district	progress_report_type	school_level	_2009_2010_environment_grade	_2009_2010_overall_score	_2009_2010_environment_category_score	_2009_2010_progress_grade
2.76	0.5	A	6.4	D	Carleton Gordon	29Q059	17.9	I.S. 059 Springfield Gardens	C	29	EMS	Middle	D	27.6	2.8	D
44.57	3.0	A	6.6	C	Dolores Reid-Barker	29Q095	38.9	P.S. 095 Eastwood	B	29	EMS	Elementary	D	52.7	4.2	A
2.93	3.0	B	7.1	C	Miatheresa Pate-Alexander	29Q109	27.6	Jean Nuzzi Intermediate School	C	29	EMS	Middle	C	42.2	4.5	B
55.23	1.5	A	1.8	F	Barbara Fuller	29Q116	12.4	PS/IS 116 William C. Hughley	C	29	EMS	K-8	C	21.1	5.4	D
56.18	1.0	A	2.5	D	Cynthia Ofori-Feaster	29Q118	0.0	P.S. 118 Lorraine Hansberry	C	29	EMS	Elementary	F	5.1	1.6	F
36.48	1.3	B	10.5	B	Randolph Ford	29Q131	20.1	P.S. 131 Abigail Adams	B	29	EMS	Elementary	A	41.9	10.0	C
49.25	2.3	A	7.5	C	Alicia Davis	29Q132	19.1	P.S. 132 Ralph Bunche	C	29	EMS	Elementary	B	36.5	7.6	C
57.38	4.5	A	4.1	D	Cheryl Marmon-Halm	29Q134	41.2	P.S. 134 Hollis	B	29	EMS	Elementary	B	57.4	7.6	A
44.08	0.8	A	5.3	D	George Hadjoglou	29Q135	24.5	The Bellaire School	C	29	EMS	Elementary	B	37.1	6.5	B
52.88	3.0	A	0.6	F	Tanya S.T. Walker	29Q136	32.3	P.S. 136 Roy Wilkins	B	29	EMS	Elementary	C	41.3	5.4	B
54.01	0.5	A	4.1	D	Nichele Manning-Andrews	29Q138	23.4	P.S. 138 Sunrise	C	29	EMS	K-8	F	29.9	1.9	C
48.63	0.0	B	0.0	F	Anne Cohen	29Q147	12.6	PS/MS 147 Ronald McNair	D	29	EMS	K-8	C	18.0	5.4	D
48.35	1.5	B	1.9	F	Noreen Little	29Q156	23.0	P.S. 156 Laurelton	C	29	EMS	K-8	D	30.0	3.6	C
55.38	0.0	A	11.1	B	Arlene Bartlett	29Q176	13.7	P.S. 176 Cambria Heights	C	29	EMS	Elementary	A	36.1	11.3	D
53.11	2.3	A	0.0	F	Andrea Belcher	29Q181	11.0	P.S. 181 Brookfield	C	29	EMS	Elementary	D	16.6	3.3	F
2.56	2.0	A	5.9	D	Harriett Diaz	29Q192	23.7	I.S. 192 The Linden	B	29	EMS	Middle	A	44.5	12.9	C
56.72	1.3	B	3.5	D	Beryl Bailey	29Q195	10.4	P.S. 195 William Haberle	D	29	EMS	Elementary	A	24.4	9.2	F
40.43	1.5	A	9.4	C	James Philemy	29Q208	22.5	P.S. / I.S. 208	B	29	EMS	K-8	A	42.8	9.4	C
2.55	0.0	C	4.9	D	Emmanuel Lubin	29Q231	15.8	I.S. 231 Magnetech 2000	D	29	EMS	Middle	B	28.7	8.0	D
2.92	1.0	A	6.2	D	Joseph Gates	29Q238	27.3	I.S. 238 Susan B Anthony	C	29	EMS	Middle	B	42.1	7.6	B
2.43	1.5	A	15.1	B	Tashon Haywood	29Q248	46.1	Queens Preparatory Academy	A	29	HS	High School	C	70.0	7.3	A
48.19	2.3		5.5	C	Edna Loncke	29Q251	9.2	P.S. 251 Queens	C	29	EC	K-3	B	22.7	5.7	B
2.54	3.0	A	18.1	A	Michele Shannon	29Q259	42.2	Pathways College Preparatory School: A College Board School	A	29	HS	High School	B	72.7	9.4	A
2.92	1.0	A	7.7	C	Michele Shannon	29Q259	12.7	Pathways College Preparatory School: A College Board School	C	29	EMS	Middle	B	28.4	7.0	D
2.34	4.5	A	18.2	A	Derek Jones	29Q265	41.8	Excelsior Preparatory High School	A	29	HS	High School	B	73.2	8.7	B
46.09	4.3	A	7.9	C	Lissa Grant-Stewart	29Q268	31.6	PS/IS 268	B	29	EMS	K-8	B	51.4	7.6	B
48.66	0.5	A	9.1	C	Eleanor S. Andrew	29Q270	12.4	The Gordon Parks School	C	29	EMS	K-8	A	31.1	9.1	D
2.60	9.0	A	16.6	B	Dr. Janice M. Sutton	29Q272	44.5	George Washington Carver High School for the Sciences	A	29	HS	High School	B	79.6	9.5	A
2.55	1.5		15.2	B	Charles Anderson	29Q283	35.3	Preparatory Academy for Writers: A College Board School	B	29	HS	High School	B	61.7	9.7	B
2.56	0.0	A	7.8	C	Charles Anderson	29Q283	17.3	Preparatory Academy for Writers: A College Board School	C	29	EMS	Middle	B	34.2	9.1	D
40.79	2.8	A	10.6	B	Angela Thompson	29Q295	34.0	P.S./I.S. 295	B	29	EMS	K-8	A	56.0	8.6	B
2.61	0.0	C	14.1	C	Jose Cruz	29Q492	29.4	Mathematics, Science Research and Technology Magnet High School	C	29	HS	High School	F	48.5	5.0	C
2.30	3.0	B	14.2	C	Donna Delfyett White	29Q494	19.9	Law, Government and Community Service High School	D	29	HS	High School	F	41.4	4.3	F
2.15	0.0	D	11.2	D	Myles W. Nash	29Q496	29.3	Business, Computer Applications & Entrepreneurship High School	D	29	HS	High School	D	46.6	6.1	C
2.48	1.5	B	20.0	A	Rosemarie Omard	29Q498	27.1	Humanities & Arts Magnet High School	C	29	HS	High School	C	55.8	7.2	D
38.18	5.8	B	7.4	C	Joseph Taddeo	30Q002	37.4	P.S. 002 Alfred Zimberg	A	30	EMS	Elementary	B	58.9	8.3	A
2.95	6.5	A	9.6	C	Clemente Lopes	30Q010	34.9	I.S. 010 Horace Greeley	B	30	EMS	Middle	B	59.1	8.1	B
39.72	3.3	A	9.5	C	Anna Efkarpides	30Q011	29.1	P.S. 011 Kathryn Phelan	B	30	EMS	Elementary	B	50.4	8.5	B
50.33	3.0	A	0.7	F	Cynthia Dickman	30Q017	13.4	P.S. 017 Henry David Thoreau	C	30	EMS	Elementary	B	23.1	6.0	D
36.22	4.5	A	11.6	B	Martha Vazquez	30Q069	38.6	P.S. 069 Jackson Heights	A	30	EMS	Elementary	B	63.3	8.6	A
38.90	2.5	A	7.0	C	Donna Geller	30Q070	24.1	P.S. 070 Queens	C	30	EMS	Elementary	C	38.9	5.3	C
59.68	11.5	A	8.3	C	Mary Schafenberg	30Q076	42.5	P.S. 076 William Hallet	A	30	EMS	Elementary	C	68.2	5.9	A
37.45	1.0	A	8.6	C	Louis Pavone	30Q078	22.3	P.S. 078	B	30	EMS	Elementary	A	42.2	10.3	C
41.65	2.0	A	5.9	D	John Buffa	30Q084	21.8	P.S. 084 Steinway	C	30	EMS	K-8	B	38.0	8.3	C
38.05	0.8	A	6.9	C	Ann Gordon-Chang	30Q085	24.2	P.S. 085 Judge Charles Vallone	C	30	EMS	Elementary	B	40.2	8.3	C
66.53	6.0	A	8.0	C	Pasquale Baratta	30Q092	38.0	P.S. 092 Harry T. Stewart Sr.	A	30	EMS	Elementary	A	64.8	12.8	A
60.14	0.8	A	1.7	F	Randy Seabrook	30Q111	9.2	P.S. 111 Jacob Blackwell	C	30	EMS	K-8	B	19.4	7.7	F
53.85	3.8	A	5.3	D	Rafael Campos-Gatjens	30Q112	30.5	P.S. 112 Dutch Kills	B	30	EMS	Elementary	C	44.9	5.3	B
29.83	4.0	A	17.3	A	Pamela Sabel	30Q122	51.3	P.S. 122 Mamie Fay	A	30	EMS	K-8	B	80.0	7.4	A
2.43	2.0	A	5.9	D	Alexander Angueira	30Q126	27.1	Albert Shanker School for Visual and Performing Arts	C	30	EMS	Middle	B	41.4	6.4	B
58.66	4.8	A	7.4	C	Evita Sanabria	30Q127	31.7	P.S. 127 Aerospace Science Magne	B	30	EMS	K-8	D	46.8	2.9	B
3.05	12.3	A	12.2	B	Miranda Pavlou	30Q141	43.9	I.S. 141 The Steinway	A	30	EMS	Middle	A	77.9	9.5	A
2.93	3.0	A	7.0	C	Dolores Beckham	30Q145	31.8	I.S. 145 Joseph Pulitzer	B	30	EMS	Middle	A	51.9	10.1	B
54.26	0.8	A	6.5	C	Andrew Paccione Jr.	30Q148	26.1	P.S. 148 Queens	B	30	EMS	Elementary	A	42.2	8.8	B
57.58	0.0	A	12.5	B	Esther Salorio	30Q149	30.4	P.S. 149 Christa Mcauliffe	B	30	EMS	Elementary	A	52.9	10.0	B
41.36	0.8	A	10.8	B	Carmen Parache	30Q150	23.7	P.S. 150 Queens	B	30	EMS	Elementary	B	42.5	7.2	C
52.44	0.8	A	2.0	D	Jason Goldner	30Q151	28.7	P.S. 151 Mary D. Carter	C	30	EMS	Elementary	D	35.3	3.8	B
42.76	4.5	A	9.0	C	Vincent Vitolo	30Q152	40.2	P.S. 152 Gwendolyn Alleyne	A	30	EMS	Elementary	B	61.2	7.5	A
48.46	2.0	A	9.7	C	Janet Farrell	30Q166	30.2	P.S. 166 Henry Gradstein	B	30	EMS	Elementary	A	51.2	9.3	B
53.97	0.0	A	3.7	D	Anne Bussel	30Q171	14.9	P.S. 171 Peter G. Van Alst	C	30	EMS	Elementary	B	25.4	6.8	D
2.65	9.8	A	9.9	C	Yvonne Leimsider	30Q204	38.5	I.S. 204 Oliver W. Holmes	A	30	EMS	Middle	B	65.2	7.0	A
51.86	1.3	A	9.7	C	Carin Ilene Ellis	30Q212	25.7	P.S. 212	B	30	EMS	Elementary	A	46.9	10.2	B
52.99	6.0		11.8	A	Yvonne Marrero	30Q222	15.6	P.S. Q222 - Fire Fighter Christopher A. Santora School	A	30	EC	K-2	A	41.5	8.1	A
3.22	12.5	A	13.2	B	William Fahey	30Q227	35.9	I.S. 227 Louis Armstrong	A	30	EMS	Middle	B	69.6	8.0	B
59.66	4.5		15.4	A	Olga Guzman	30Q228	18.2	P.S. 228 Early Childhood Magnet School of the Arts	A	30	EC	K-2	A	51.4	13.3	A
3.01	9.5	A	11.0	B	Sharon Terry	30Q230	37.8	I.S. 230	A	30	EMS	Middle	B	65.7	7.4	A
43.30	7.5	A	12.2	B	Thea Pallos	30Q234	36.6	P.S. 234	A	30	EMS	Elementary	A	67.3	11.0	A
2.58	3.0	A	1.9	F	Carmen Rivera	30Q235	54.7	Academy for New Americans	A	30	EMS	Middle	A	74.6	15.0	A
3.21					Laura A Mitchell	30Q286		Young Women's Leadership School, Astoria		30	HS	High School				
3.32	2.3	A	12.1	B	Laura A Mitchell	30Q286	39.0	Young Women's Leadership School, Astoria	A	30	EMS	Middle	A	66.3	12.9	A
2.69					Mark Dunetz	30Q301		Academy for Careers in Television and Film		30	HS	High School				
2.41	6.0	B	11.4	D	Aaron M. Perez	30Q445	30.5	William Cullen Bryant High School	C	30	HS	High School	C	56.1	8.2	C
2.47	4.5	B	12.3	C	William Bassell	30Q450	32.3	Long Island City High School	C	30	HS	High School	D	55.4	6.3	C
3.38	3.0	A	22.9	A	Donna Finn	30Q501	43.3	Frank Sinatra School of the Arts High School	A	30	HS	High School	D	75.2	6.0	A
2.45	6.0	B	16.5	B	Dr. Nancy E. Casella	30Q502	36.2	Information Technology High School	A	30	HS	High School	A	70.2	11.5	B
2.22	3.0	A	25.0	A	Orlando Sarmiento	30Q555	38.8	Newcomers High School	A	30	HS	High School	A	80.5	13.7	B
3.03	6.0	B	18.7	A	Ellen Sherman	30Q575	36.9	Academy of American Studies	A	30	HS	High School	B	70.5	8.9	B
3.58	0.0	A	18.5	A	Kelly Joan Johnson	30Q580	44.4	Baccalaureate School for Global Education	A	30	HS	High School	C	71.4	8.5	A
3.93	0.0	B	19.8	A	Kelly Joan Johnson	30Q580	27.8	Baccalaureate School for Global Education	B	30	EMS	Middle	B	56.1	8.5	B
16.76	4.5	A	8.1	C	Diane Gordin	31R001	34.3	P.S. 001 Tottenville	B	31	EMS	Elementary	A	56.0	9.1	B
2.75	2.0	B	9.5	C	Adrienne Stallone	31R002	19.7	I.S. R002 George L. Egbert	C	31	EMS	Middle	C	36.2	5.0	C
12.69	3.8	B	0.0	F	Judith Wilson	31R003	30.3	P.S. 003 The Margaret Gioiosa School	C	31	EMS	Elementary	C	39.6	5.5	B
20.31	3.0	A	0.0	F	Mr. Marc A. Harris	31R004	16.0	P.S. 004 Maurice Wollin	C	31	EMS	Elementary	C	23.5	4.5	D
9.85	0.0	A	8.6	C	Katherine Corso	31R005	15.0	P.S. 005 Huguenot	C	31	EMS	Elementary	A	34.6	11.0	D
17.30	3.0	A	2.6	D	Erminia Claudio	31R006	17.9	P.S. 6 Corporal Allan F. Kivlehan School	C	31	EMS	Elementary	B	31.7	8.2	C
3.22	7.0	A	13.9	B	Dr. Nora De Rosa-Karby	31R007	29.3	I.S. 007 Elias Bernstein	B	31	EMS	Middle	B	56.6	6.4	B
22.21	8.5	A	12.1	B	Lisa Esposito	31R008	46.1	P.S. 8 Shirlee Solomon	A	31	EMS	Elementary	A	77.3	10.6	A
41.72	6.8	A	0.0	F	Erica Mattera	31R011	31.8	P.S. 11 Thomas Dongan School	B	31	EMS	Elementary	B	46.3	7.7	B
43.71	3.5	A	6.1	C	Paul Martuccio	31R013	23.2	P.S. 013 M. L. Lindemeyer	C	31	EMS	Elementary	B	40.1	7.3	C
60.13	1.5	A	0.0	F	Nancy Hargett	31R014	13.7	P.S. 014 Cornelius Vanderbilt	C	31	EMS	Elementary	F	17.1	1.9	D
60.48	2.3	A	0.0	F	Vincenza Gallassio	31R016	26.0	P.S. 016 John J. Driscoll	C	31	EMS	Elementary	C	32.8	4.5	B
63.37	0.5	A	6.0	C	Ms. Donna Luisi	31R018	29.5	P.S. 018 John G. Whittier	B	31	EMS	Elementary	B	42.6	6.6	B
52.86	3.0	A	6.1	C	Mary Petrone	31R019	32.5	P.S. 019 The Curtis School	B	31	EMS	Elementary	B	50.2	8.6	B
63.76	0.0	A	4.9	D	Marie Munoz	31R020	4.4	P.S. 020 Port Richmond	C	31	EMS	Elementary	A	21.3	12.0	F
55.61	3.0	A	5.6	D	Gina Moreno	31R021	39.6	P.S. 21 Margaret Emery-Elm Park	A	31	EMS	Elementary	A	58.5	10.3	A
47.18	1.3	A	8.5	C	Melissa Lamb Donath	31R022	34.6	P.S. 022 Graniteville	B	31	EMS	Elementary	C	48.9	4.5	B
17.64	2.3	A	8.3	C	Frank Campagna	31R023	22.0	P.S. 023 Richmondtown	B	31	EMS	Elementary	B	40.9	8.3	C
3.17	3.5	A	11.2	B	Lenny Santamaria	31R024	16.7	I.S. 024 Myra S. Barnes	C	31	EMS	Middle	C	37.6	6.2	D
35.42	0.8	A	1.8	D	Ms. Joanne Mecane	31R026	14.5	P.S. 026 The Carteret School	C	31	EMS	Elementary	D	21.0	3.9	D
2.75	0.5	A	8.8	C	Tracey Kornish	31R027	22.0	I.S. 027 Anning S. Prall	C	31	EMS	Middle	B	37.7	6.4	C
22.46	1.0	A	6.3	C	Mrs. Linda Manfredi	31R029	15.8	P.S. 029 Bardwell	C	31	EMS	Elementary	A	35.3	12.2	D
21.51	0.8	B	4.3	D	Mrs. Denise N. Spina	31R030	20.2	P.S. 030 Westerleigh	C	31	EMS	Elementary	C	30.0	4.7	C
58.05	3.3	A	5.1	D	Patricia Covington	31R031	33.1	P.S. 031 William T. Davis	B	31	EMS	Elementary	B	48.6	7.1	B
14.69	6.5	B	3.8	D	Nancy Spataro	31R032	33.4	P.S. 032 The Gifford School	B	31	EMS	Elementary	C	48.6	4.9	B
3.13	8.5	A	13.6	B	Jeff Preston	31R034	31.1	I.S. 034 Tottenville	A	31	EMS	Middle	A	62.6	9.4	B
24.18	0.0	B	5.6	D	Melissa Garofalo	31R035	23.7	P.S. 35 The Clove Valley School	C	31	EMS	Elementary	B	37.8	8.5	C
12.59	1.8	B	0.0	F	Barbara Bellafatto	31R036	18.3	P.S. 036 J. C. Drumgoole	C	31	EMS	Elementary	C	24.5	4.4	C
35.23	4.5	A	8.1	C	Everlidys Robles	31R038	31.1	P.S. 038 George Cromwell	B	31	EMS	Elementary	C	49.6	5.9	B
29.95	0.8	A	5.1	D	Mr. Robert E. Corso	31R039	11.2	P.S. 39 Francis J. Murphy Jr.	C	31	EMS	Elementary	B	25.6	8.5	F
29.98	1.0	A	4.2	D	Elise Feldman	31R041	2.9	P.S. 041 New Dorp	C	31	EMS	Elementary	C	12.6	4.5	F
16.03	3.0	A	6.1	C	Brian Sharkey	31R042	11.6	P.S. 042 Eltingville	C	31	EMS	Elementary	A	30.5	9.8	D
61.46	3.0	A	0.1	F	Joseph Miller	31R044	27.5	P.S. 044 Thomas C. Brown	C	31	EMS	Elementary	C	36.2	5.6	B
36.76	0.0	A	0.9	F	Teresa Caccavale	31R045	6.9	P.S. 045 John Tyler	C	31	EMS	Elementary	D	11.6	3.8	F
39.81	3.3	B	2.3	D	Andrea Maffeo	31R046	5.5	P.S. 046 Albert V. Maniscalco	D	31	EMS	Elementary	A	21.4	10.3	F
2.91	3.0	A	19.5	A	Aimee Horowitz	31R047	46.2	CSI High School for International Studies	A	31	HS	High School	B	78.7	10.0	A
20.18	2.0	A	16.4	A	Jacqueline Mammolito	31R048	22.4	P.S. 048 William C. Wilcox	B	31	EMS	Elementary	A	49.8	9.0	C
2.42	3.3	A	6.3	D	Linda Hill	31R049	29.6	I.S. 49 Berta A. Dreyfus	B	31	EMS	Middle	C	44.8	5.6	B
16.19	1.3	A	3.0	D	Sharon Fine	31R050	31.9	P.S. 050 Frank Hankinson	B	31	EMS	Elementary	C	41.6	5.4	B
2.68	3.0	B	7.1	C	Emma Della Rocca	31R051	29.0	I.S. 051 Edwin Markham	B	31	EMS	Middle	C	43.9	4.8	B
25.56	2.3	A	2.9	D	Ms. Evelyn Mastroianni	31R052	24.0	P.S. 052 John C. Thompson	C	31	EMS	Elementary	F	30.3	1.1	C
15.84	5.5	A	4.0	D	Annette Esposito	31R053	29.5	P.S. 053 Bay Terrace	B	31	EMS	Elementary	A	48.5	9.5	B
27.96	1.0	B	7.1	C	Anna Castley	31R054	1.2	P.S. 054 Charles W. Leng	C	31	EMS	Elementary	A	18.0	8.7	F
13.15	2.0	B	0.0	F	Sharon Fishman	31R055	0.0	P.S. 055 Henry M. Boehm	C	31	EMS	Elementary	D	5.7	3.7	F
16.09	2.5	A	5.1	D	Dean Scali	31R056	10.8	P.S. 56 The Louis Desario School	C	31	EMS	Elementary	F	20.4	2.0	F
61.98	10.0	A	3.9	D	Sandra Barnes	31R057	43.4	P.S. 057 Hubert H. Humphrey	A	31	EMS	Elementary	C	63.1	5.8	A
28.92	2.5	A	6.8	C	Roseann Mezzacappa	31R058	20.8	Space Shuttle Columbia School	C	31	EMS	Elementary	B	38.6	8.5	C
31.21	1.8	A	3.7	D	Bonnie Ferretti	31R060	26.3	P.S. 060 Alice Austen	C	31	EMS	Elementary	B	39.4	7.6	B
2.72	0.5	B	7.4	C	Mr. Richard J. Gallo	31R061	19.7	I.S. 061 William A Morris	C	31	EMS	Middle	D	31.5	3.9	C
2.97	5.8		13.1	B	Jessica Jenkins-Milona	31R063	29.8	Marsh Avenue School for Expeditionary Learning	B	31	EMS	Middle	A	61.1	12.4	B
2.45					Traci Frey	31R064		Gaynor McCown Expeditionary Learning School		31	HS	High School				
23.34	2.8	A	0.3	F	Doreen Murphy	31R069	17.4	P.S. 069 Daniel D. Tompkins	C	31	EMS	Elementary	A	31.0	10.5	C
2.78	2.8	A	11.8	B	Peter Macellari	31R072	35.6	I.S. 072 Rocco Laurie	B	31	EMS	Middle	B	56.8	6.6	B
3.19	4.5	B	10.4	C	Mark Cannizzaro	31R075	24.4	I.S. 075 Frank D. Paulo	B	31	EMS	Middle	B	47.1	7.8	C
2.66	6.0	A	23.6	A	Joanne Buckheit	31R080	46.9	The Michael J. Petrides School	A	31	HS	High School	A	87.6	11.1	A
25.62	0.0	B	1.7	F	Joanne Buckheit	31R080	10.2	The Michael J. Petrides School	C	31	EMS	K-8	B	18.8	6.9	F
2.39	7.5	A	16.8	B	Ms. Deirdre Deangelis	31R440	41.0	New Dorp High School	A	31	HS	High School	B	75.7	10.4	B
2.20	6.0	B	15.1	B	Timothy M. Gannon	31R445	35.9	Port Richmond High School	B	31	HS	High School	C	65.3	8.3	B
2.33	7.5	B	18.1	A	Aurelia Curtis	31R450	35.5	Curtis High School	B	31	HS	High School	B	69.8	8.7	B
2.82	10.5	A	16.6	B	John P. Tuminaro	31R455	34.8	Tottenville High School	B	31	HS	High School	D	68.4	6.5	B
2.49	3.0	B	20.6	A	Mr. Gary M. Giordano	31R460	44.7	Susan E. Wagner High School	A	31	HS	High School	B	78.7	10.4	A
2.15	1.5	A	19.6	A	Ron Gorsky	31R470	44.4	Concord High School	A	31	HST	High School Transfer	A	77.9	12.4	A
1.88	4.5	A	18.4	A	Sharon Alicia Henry	31R600	43.4	Ralph R. McKee Career and Technical Education High School	A	31	HS	High School	B	76.0	9.7	A
3.89	0.0	A	24.1	A	Vincent Maniscalco	31R605	42.9	Staten Island Technical High School	A	31	HS	High School	B	77.4	10.4	A
""	0.0		15.6	B	Joann Calabro	31R607	26.3	Staten Island YABC	C	31	YABC	YABC	D	48.5	6.6	C
2.80					Rose Kerr	31R861		Staten Island School of Civic Leadership		31	EMS	Middle				
59.75	7.5	A	8.5	C	Tracey Lott-Davis	32K045	40.7	P.S. 045 Horace E. Greene	A	32	EMS	Elementary	B	64.9	8.2	A
58.17	3.0	A	8.6	C	Christopher Tricarico	32K075	14.0	P.S. 075 Mayda Cortiella	C	32	EMS	Elementary	B	33.0	7.4	D
64.97	0.5	A	8.2	C	Mabel Sarduy	32K086	16.8	P.S. 086 The Irvington	C	32	EMS	Elementary	A	37.5	12.0	D
65.03	5.0	A	7.6	C	Robert Flores	32K106	26.9	P.S. 106 Edward Everett Hale	B	32	EMS	Elementary	B	46.2	6.7	B
65.12	6.0	A	8.1	C	Seiw Kong	32K116	43.0	P.S. 116 Elizabeth L Farrell	A	32	EMS	Elementary	B	64.4	7.3	A
64.11	0.0	A	8.0	C	Veronica Greene	32K123	16.4	P.S. 123 Suydam	C	32	EMS	Elementary	A	33.1	8.7	D
63.73	4.3	A	6.5	C	Marilyn Torres	32K145	35.0	P.S. 145 Andrew Jackson	B	32	EMS	Elementary	B	53.7	7.9	B
63.84	0.0	A	5.3	D	Jeanette Sosa	32K151	19.6	P.S. 151 Lyndon B. Johnson	C	32	EMS	Elementary	A	34.2	9.3	C
2.61	1.3	A	4.8	D	Barbara Demartino	32K162	27.6	J.H.S. 162 The Willoughby	C	32	EMS	Middle	D	37.4	3.7	B
63.41	6.3	A	6.3	C	Maritza Ollivierra-Jones	32K274	38.5	P.S. 274 Kosciusko	A	32	EMS	Elementary	B	58.6	7.5	A
2.55	3.3	B	3.7	D	Sean Walsh	32K291	22.7	J.H.S. 291 Roland Hayes	C	32	EMS	Middle	C	35.2	5.5	C
2.67	0.0	A	1.8	F	Maria Barreto	32K296	10.7	J.H.S. 296 The Halsey School	C	32	EMS	Middle	D	16.2	3.7	F
60.00	4.5	B	4.9	D	Wilma Kanova Kirk	32K299	41.5	P.S. 299 Thomas Warren Field	B	32	EMS	Elementary	D	55.0	4.1	A
2.62	0.0	A	6.8	C	John Barbella	32K347	27.6	I.S. 347 School of Humanities	C	32	EMS	Middle	C	40.5	6.1	B
2.64	0.0	A	6.0	D	Rogelio Parris	32K349	22.3	I.S. 349 Math, Science & Tech.	C	32	EMS	Middle	B	35.6	7.3	C
64.02	3.0	A	9.1	C	Brenda Perez	32K376	25.5	P.S. 376	B	32	EMS	Elementary	A	48.8	11.2	B
62.08	0.8	A	7.0	C	Dominic Zagami	32K377	29.2	P.S. 377 Alejandrina B. De Gautier	B	32	EMS	K-8	C	41.7	4.7	B
3.65	2.3	B	3.6	F	Barbara Sanders	32K383	20.0	J.H.S. 383 Philippa Schuyler	C	32	EMS	Middle	D	30.1	4.2	C
59.70	5.0	A	8.6	C	Brunhilda Perez	32K384	36.3	P.S. /I.S. 384 Frances E. Carter	A	32	EMS	K-8	A	62.1	12.2	A
2.02	7.5		17.5	A	Nilda Gomez-Katz	32K403	52.3	Academy for Environmental Leadership	A	32	HS	High School	C	84.4	7.1	A
2.42	0.0	C	11.4	D	Barnaby Spring	32K545	30.1	EBC High School for Public Service - Bushwick	C	32	HS	High School	D	48.5	7.0	C
2.07	4.5	A	19.0	A	Mark Rush	32K549	51.6	Bushwick School for Social Justice	A	32	HS	High School	A	85.9	10.8	A
1.92	4.5	B	14.6	B	Monique Darrisaw	32K552	37.6	Academy of Urban Planning	B	32	HS	High School	B	66.1	9.4	B
2.86	0.0	A	15.1	B	Elvis Estevez	32K554	53.8	All City Leadership Secondary School	A	32	HS	High School	A	82.4	13.5	A
3.34	0.0	A	7.3	C	Elvis Estevez	32K554	20.3	All City Leadership Secondary School	C	32	EMS	Middle	A	40.2	12.6	C
1.91	1.5	B	15.3	B	Catherine Reilly	32K556	36.7	Bushwick Leaders High School for Academic Excellence	B	32	HS	High School	A	64.3	10.8	B
2.12	1.5	B	3.6	F	Tira Randall	32K564	38.2	Bushwick Community High School	B	32	HST	High School Transfer	A	56.3	13.0	B
""	4.5		10.0	C	Johanna Schneider	75K036	22.2	P.S. 36	C	75	D75	Middle	F	39.3	2.6	D
""	3.0		14.0	B	Luis Quintana	75K053	26.0	P.S. K053	B	75	D75	Middle	A	56.8	13.8	C
""	3.0		9.8	D	Michelle Carpenter	75K140	24.7	P.S. K140	D	75	D75	K-8	F	42.0	4.5	D
""	0.0		4.2	F	Michele Thornton Mannix	75K141	35.1	P.S. K141	B	75	D75	Middle	F	43.6	4.3	B
""	4.5		4.0	F	Christina Foti	75K231	28.3	P.S. K231	C	75	D75	Elementary	A	48.1	11.3	C
""	3.0		1.0	F	Joycelyn Nedd	75K368	20.6	P.S. 368	D	75	D75	Middle	B	31.4	6.8	D
""	6.0		6.6	F	Rudy Giuliani	75K369	35.5	P.S. K369 - Coy L. Cox School	B	75	D75	K-8	C	55.8	7.7	B
""	6.0		25.0	A	Arthur Mattia	75K372	53.0	P.S. 372 -The Children's School	A	75	D75	Elementary	A	97.7	13.7	A
""	1.5		15.3	B	Denise Danna	75K771	43.7	P.S. K771	A	75	D75	K-8	A	74.5	14.0	B
""	3.0		8.5	D	Ronnie Shuster	75M094	35.2	P.S. M094	C	75	D75	Elementary	D	51.2	4.5	B
""	3.0		10.4	D	Jacqueline Keane	75M138	54.7	P.S. 138	A	75	D75	K-8	C	76.0	7.9	A
""	1.5		4.9	F	Susan Finn	75M169	25.6	P.S. M169 - Robert F. Kennedy	D	75	D75	Middle	F	36.1	4.1	C
""	4.5		3.8	F	Barry Daub	75M811	17.2	P.S. M811 - Mickey Mantle School	F	75	D75	Elementary	D	30.3	4.8	F
""	7.5		13.3	C	Marcy Berger	75Q004	35.9	P.S. Q004	A	75	D75	Elementary	B	65.0	8.3	B
""	3.0		8.3	D	Robert Wojnarowski	75Q009	38.1	P.S. 009	B	75	D75	K-8	D	54.8	5.4	B
""	7.5		9.8	D	Jacqueline Jones	75Q023	28.8	P.S. Q023 @ Queens Children Center	B	75	D75	K-8	B	55.0	8.9	C
""	6.0		8.0	F	Brenda Gallashaw	75Q075	26.4	Robert E. Peary School	C	75	D75	K-8	C	47.9	7.5	C
""	4.5		12.5	C	Desmond Park	75Q224	30.3	P.S. Q224	B	75	D75	Elementary	A	57.5	10.2	C
""	6.0		13.2	B	Oswaldo Roman	75Q256	35.6	P.S. Q256	A	75	D75	Middle	B	63.5	8.7	B
""	3.0		3.9	F	James Mckeon	75R025	29.2	South Richmond High School I.S./P.S. 25	B	75	D75	Middle	A	45.8	9.7	B
""	3.0		9.0	D	Ilene Goldstein-Harnett	75R373	33.9	P.S. R373	B	75	D75	Elementary	A	56.1	10.2	B
""	0.0		12.6	C	Barbara Hanson	75X010	43.6	P.S. X010	A	75	D75	Elementary	A	66.5	10.3	A
